STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
53,061,051928,1,1124,+47.845315,-122.250700
53,061,051928,2,1669,+47.840996,-122.246999
53,061,051928,3,1516,+47.846533,-122.238477
53,061,051928,4,1499,+47.846753,-122.244019
53,061,051929,1,1497,+47.814107,-122.281878
53,061,051929,2,2096,+47.807781,-122.287225
53,061,051929,3,1433,+47.812745,-122.275855
53,061,051930,1,1728,+47.812794,-122.261849
53,061,051930,2,1570,+47.825140,-122.261807
53,061,051930,3,1362,+47.816445,-122.264974
53,061,051931,1,1379,+47.817286,-122.250008
53,061,051931,2,1619,+47.815643,-122.242627
53,061,051931,3,1476,+47.810039,-122.241937
53,061,051932,1,1495,+47.805603,-122.246449
53,061,051932,2,1104,+47.796976,-122.252711
53,061,051932,3,1484,+47.797956,-122.242152
53,061,051933,1,1444,+47.835126,-122.217291
53,061,051933,2,1938,+47.828069,-122.215012
53,061,051934,1,1369,+47.830059,-122.206159
53,061,051934,2,1184,+47.828535,-122.199846
53,061,051934,3,1421,+47.832405,-122.191379
53,061,051935,1,1217,+47.822443,-122.199396
53,061,051935,2,952,+47.825901,-122.190250
53,061,051935,3,1308,+47.818415,-122.190164
53,061,051936,1,1519,+47.818284,-122.201311
53,061,051936,2,1216,+47.814879,-122.204177
53,061,051936,3,1789,+47.812829,-122.200144
53,061,051937,1,1351,+47.808721,-122.187069
53,061,051937,2,1808,+47.800567,-122.191310
53,061,051937,3,1742,+47.796895,-122.183640
53,061,051938,1,1403,+47.790552,-122.201436
53,061,051938,2,1891,+47.787164,-122.180055
53,061,051938,3,1526,+47.781030,-122.178926
53,061,052004,1,1674,+47.872909,-122.189105
53,061,052004,2,1177,+47.874819,-122.199304
53,061,052004,3,1156,+47.868581,-122.197773
53,061,052004,4,1300,+47.859422,-122.216696
53,061,052004,5,1233,+47.869250,-122.210966
53,061,052005,1,1583,+47.860635,-122.203823
53,061,052005,2,1234,+47.862652,-122.191094
53,061,052005,3,1346,+47.856536,-122.212887
53,061,052005,4,1729,+47.850318,-122.208169
53,061,052006,1,1349,+47.854516,-122.191075
53,061,052006,2,1488,+47.847829,-122.201087
53,061,052006,3,1454,+47.846715,-122.194273
53,061,052007,1,1421,+47.839410,-122.210368
53,061,052007,2,1480,+47.839361,-122.188564
53,061,052007,3,1329,+47.839566,-122.195027
53,061,052007,4,1178,+47.839859,-122.202337
53,061,052008,1,1647,+47.875680,-122.175532
53,061,052008,2,1405,+47.867378,-122.181708
53,061,052008,3,1613,+47.867485,-122.172957
53,061,052009,1,1032,+47.847151,-122.180335
53,061,052009,2,1542,+47.841402,-122.175273
53,061,052009,3,1622,+47.839480,-122.181270
53,061,052010,1,1289,+47.859858,-122.181495
53,061,052010,2,1364,+47.859310,-122.174551
53,061,052010,3,1302,+47.852850,-122.182484
53,061,052104,1,1358,+48.037296,-122.150454
53,061,052104,2,1231,+47.989367,-122.157784
53,061,052104,3,1302,+48.032534,-122.141668
53,061,052105,1,917,+47.880389,-122.098298
53,061,052105,2,1060,+47.862204,-122.048357
53,061,052107,1,1023,+47.830948,-122.182110
53,061,052107,2,1481,+47.817250,-122.158277
53,061,052107,3,3854,+47.827094,-122.177894
53,061,052107,4,889,+47.817727,-122.180508
53,061,052107,5,1078,+47.832209,-122.136883
53,061,052108,1,1291,+47.837102,-122.111415
53,061,052108,2,1183,+47.811885,-122.125245
53,061,052108,3,1124,+47.826162,-122.083743
53,061,052108,4,1249,+47.824087,-122.110556
53,061,052108,5,1277,+47.858319,-122.102928
53,061,052112,1,1398,+47.807135,-122.062329
53,061,052112,2,1397,+47.797205,-122.083231
53,061,052113,1,1530,+47.785605,-122.032904
53,061,052113,2,1633,+47.800537,-122.024465
53,061,052114,1,1199,+47.849543,-122.159020
53,061,052114,2,1262,+47.861074,-122.164003
53,061,052114,3,1127,+47.860391,-122.148836
53,061,052114,4,1315,+47.856574,-122.142584
53,061,052119,1,1625,+47.872952,-122.165339
53,061,052119,2,1567,+47.870170,-122.160293
53,061,052120,1,1101,+47.868187,-122.156870
53,061,052120,2,1188,+47.868443,-122.151304
53,061,052120,3,1207,+47.868392,-122.145245
53,061,052121,1,1254,+47.881334,-122.155774
53,061,052121,2,1307,+47.878662,-122.146417
53,061,052121,3,1176,+47.881299,-122.139075
53,061,052122,1,1130,+47.871981,-122.128002
53,061,052122,2,1431,+47.863634,-122.129271
53,061,052122,3,1136,+47.848860,-122.132220
53,061,052203,1,1389,+47.885723,-121.984389
53,061,052203,2,1683,+47.878257,-122.004204
53,061,052203,3,1821,+47.868739,-121.958731
53,061,052203,4,2277,+47.874527,-121.971376
53,061,052204,1,1240,+47.861296,-122.005694
53,061,052204,2,1343,+47.860664,-121.995868
53,061,052204,3,1379,+47.853580,-122.008430
53,061,052204,4,1488,+47.854896,-122.000266
53,061,052206,1,1326,+47.924971,-121.967921
53,061,052206,2,1361,+47.898890,-121.962732
53,061,052206,3,1331,+47.891821,-121.932860
53,061,052206,4,1226,+47.938710,-121.939695
53,061,052207,1,1441,+47.880108,-121.894849
53,061,052207,2,1766,+47.896647,-121.871345
53,061,052207,3,1532,+47.862426,-121.901090
53,061,052207,4,1275,+47.862538,-121.936225
53,061,052208,1,1566,+47.856954,-121.977980
53,061,052208,2,1737,+47.853674,-121.990797
53,061,052208,3,1064,+47.860510,-121.985055
53,061,052210,1,984,+47.848491,-121.981304
53,061,052210,2,1076,+47.853000,-121.970636
53,061,052211,1,3162,+47.844374,-122.000256
53,061,052301,1,1330,+47.949901,-122.057675
53,061,052301,2,1354,+47.963245,-121.991375
53,061,052301,3,1372,+47.949034,-122.022475
53,061,052301,4,1253,+47.976769,-122.023098
53,061,052302,1,1171,+47.925858,-122.059233
53,061,052302,2,1198,+47.908641,-122.034111
53,061,052302,3,1806,+47.911943,-122.003049
53,061,052401,1,1416,+47.930822,-122.082670
53,061,052401,2,1397,+47.929551,-122.091612
53,061,052401,3,1338,+47.919226,-122.102449
53,061,052402,1,1365,+47.921814,-122.086804
53,061,052402,2,1456,+47.918355,-122.092256
53,061,052402,3,1311,+47.911632,-122.090614
53,061,052502,1,1212,+47.932483,-122.137044
53,061,052502,2,1258,+47.941846,-122.114991
53,061,052502,3,1441,+47.942395,-122.094093
53,061,052502,4,1425,+47.926975,-122.114036
53,061,052504,1,1382,+47.967521,-122.097505
53,061,052504,2,1617,+47.965741,-122.115118
53,061,052505,1,1262,+47.995684,-122.114383
53,061,052505,2,1358,+47.987774,-122.119083
53,061,052505,3,1355,+47.985086,-122.128099
53,061,052505,4,1326,+47.979982,-122.131520
53,061,052506,1,1582,+47.982896,-122.115163
53,061,052506,2,1591,+47.987155,-122.109099
53,061,052506,3,1885,+47.984171,-122.102351
53,061,052603,1,1340,+48.029983,-122.086045
53,061,052603,2,1541,+48.021053,-122.085684
53,061,052604,1,1741,+47.999623,-122.095217
53,061,052604,2,1798,+47.997215,-122.103949
53,061,052604,3,2208,+47.987649,-122.094219
53,061,052605,1,1452,+48.024735,-122.072211
53,061,052605,2,1723,+48.025334,-122.062904
53,061,052605,3,1614,+48.019339,-122.073716
53,061,052605,4,1527,+48.013935,-122.066814
53,061,052606,1,2252,+48.006223,-122.061954
53,061,052606,2,1478,+48.007088,-122.047290
53,061,052606,3,1888,+47.993526,-122.072084
53,061,052607,1,2027,+47.981782,-122.074908
53,061,052607,2,1274,+47.959273,-122.083236
53,061,052607,3,1653,+47.974954,-122.085580
53,061,052607,4,1716,+47.973020,-122.069471
53,061,052701,1,2080,+48.128483,-122.116910
53,061,052706,1,1538,+48.011842,-122.111333
53,061,052706,2,1461,+48.002736,-122.124239
53,061,052706,3,1330,+48.005902,-122.115762
53,061,052706,4,1782,+48.016912,-122.118007
53,061,052707,1,1943,+48.027567,-122.130916
53,061,052707,2,1786,+48.028906,-122.119446
53,061,052707,3,1383,+48.017524,-122.104571
53,061,052708,1,1372,+48.068599,-122.126195
53,061,052708,2,1271,+48.059126,-122.123333
53,061,052708,3,1403,+48.057892,-122.136998
53,061,052708,4,1284,+48.060651,-122.129779
53,061,052709,1,1746,+48.091237,-122.088671
53,061,052709,2,1878,+48.076809,-122.127353
53,061,052710,1,1533,+48.048730,-122.136314
53,061,052710,2,1565,+48.040207,-122.133070
53,061,052710,3,1404,+48.049182,-122.126248
53,061,052711,1,1955,+48.062942,-122.115970
53,061,052711,2,1124,+48.060169,-122.082515
53,061,052711,3,1952,+48.043580,-122.115663
53,061,052803,1,1608,+48.140634,-122.166380
53,061,052803,2,1219,+48.128269,-122.170097
53,061,052803,3,1268,+48.129255,-122.166319
53,061,052803,4,1089,+48.119296,-122.152944
53,061,052803,5,1061,+48.122732,-122.159472
53,061,052805,1,1678,+48.080372,-122.167605
53,061,052805,2,1232,+48.085681,-122.179606
53,061,052805,3,1533,+48.091106,-122.167608
53,061,052807,1,1320,+48.106323,-122.174956
53,061,052807,2,1461,+48.102450,-122.170990
53,061,052807,3,1424,+48.098948,-122.160373
53,061,052808,1,1299,+48.113989,-122.168520
53,061,052808,2,1371,+48.110690,-122.161025
53,061,052808,3,1545,+48.105528,-122.154070
53,061,052809,1,1431,+48.089114,-122.158406
53,061,052809,2,1098,+48.088696,-122.151699
53,061,052809,3,1265,+48.088550,-122.144706
53,061,052810,1,1208,+48.081685,-122.155430
53,061,052810,2,1271,+48.077010,-122.152283
53,061,052810,3,1356,+48.082209,-122.144491
53,061,052903,1,1480,+48.054865,-122.172380
53,061,052903,2,1334,+48.053792,-122.178058
53,061,052903,3,1572,+48.057280,-122.165507
53,061,052904,1,1496,+48.047321,-122.148678
53,061,052904,2,1495,+48.051957,-122.150129
53,061,052904,3,1203,+48.060204,-122.146607
53,061,052904,4,1188,+48.056023,-122.152422
53,061,052905,1,1467,+48.072075,-122.171818
53,061,052905,2,1322,+48.065217,-122.180171
53,061,052905,3,1817,+48.064750,-122.167328
53,061,052906,1,1514,+48.071708,-122.160450
53,061,052906,2,1444,+48.066167,-122.155393
53,061,052906,3,1830,+48.069573,-122.144419
53,061,053101,1,2111,+48.157474,-122.193226
53,061,053101,2,1802,+48.170607,-122.247428
53,061,053101,3,1614,+48.157336,-122.204095
53,061,053102,1,1771,+48.143463,-122.200286
53,061,053102,2,1333,+48.132166,-122.230674
53,061,053102,3,1333,+48.148601,-122.265024
53,061,053102,4,1061,+48.129072,-122.273735
53,061,053201,1,1778,+48.173931,-122.353097
53,061,053201,2,1467,+48.175550,-122.300121
53,061,053201,3,1044,+48.201042,-122.316770
53,061,053202,1,1579,+48.144949,-122.347851
53,061,053202,2,1516,+48.147169,-122.322391
53,061,053202,3,1514,+48.141838,-122.295812
53,061,053301,1,1596,+48.236880,-122.336494
53,061,053301,2,1432,+48.245227,-122.333288
53,061,053301,3,1391,+48.247703,-122.363833
53,061,053301,4,1715,+48.255432,-122.335278
53,061,053301,5,1328,+48.249217,-122.339120
53,061,053302,1,1227,+48.263841,-122.243641
53,061,053302,2,1496,+48.241722,-122.306259
53,061,053302,3,1297,+48.268062,-122.298626
53,061,053302,4,1268,+48.284053,-122.342240
53,061,053302,5,1366,+48.225139,-122.258083
53,061,053400,1,1503,+48.260796,-122.180023
53,061,053400,2,1590,+48.226741,-122.196824
53,061,053400,3,1343,+48.253517,-122.095854
53,061,053400,4,1622,+48.217906,-122.169796
53,061,053505,1,1354,+48.117127,-122.024187
53,061,053505,2,1517,+48.116168,-122.064786
53,061,053505,3,1542,+48.160637,-122.068256
53,061,053505,4,1476,+48.102809,-121.996129
53,061,053506,1,1576,+48.258161,-121.978157
53,061,053506,2,1575,+48.204007,-122.070220
53,061,053506,3,1626,+48.140844,-121.981428
53,061,053506,4,1175,+48.216222,-122.058986
53,061,053507,1,1269,+48.166024,-122.133837
53,061,053507,2,1401,+48.160904,-122.128105
53,061,053507,3,1190,+48.154824,-122.134111
53,061,053507,4,1436,+48.154683,-122.119370
53,061,053508,1,1805,+48.175148,-122.170902
53,061,053508,2,1770,+48.185511,-122.141131
53,061,053509,1,1322,+48.169543,-122.161452
53,061,053509,2,1559,+48.162518,-122.185896
53,061,053509,3,1283,+48.158339,-122.181752
53,061,053510,1,1147,+48.198265,-122.122504
53,061,053510,2,1315,+48.188544,-122.124098
53,061,053510,3,1242,+48.193624,-122.115349
53,061,053511,1,1435,+48.178306,-122.123928
53,061,053511,2,1115,+48.165000,-122.113789
53,061,053511,3,990,+48.179273,-122.108319
53,061,053603,1,1438,+48.060019,-122.041305
53,061,053603,2,1484,+48.019134,-122.023323
53,061,053603,3,1436,+48.054852,-121.994014
53,061,053604,1,2241,+48.085957,-122.007148
53,061,053604,2,1676,+48.088594,-121.970070
53,061,053604,3,1334,+48.079142,-121.970866
53,061,053605,1,1555,+48.046723,-121.938243
53,061,053605,2,1480,+48.013874,-121.978643
53,061,053606,1,1078,+47.985117,-121.928786
53,061,053606,2,1246,+48.066234,-121.924505
53,061,053606,3,1464,+48.109444,-121.904938
53,061,053700,1,1939,+48.251351,-121.588233
53,061,053700,2,1343,+48.272284,-121.741434
53,061,053801,1,1382,+47.825791,-121.790046
53,061,053801,2,1326,+47.814067,-121.956467
53,061,053801,3,1105,+47.824815,-121.576933
53,061,053802,1,1479,+47.874628,-121.810219
53,061,053802,2,1518,+47.865514,-121.814943
53,061,053802,3,1449,+47.870931,-121.834273
53,061,053802,4,1676,+47.868595,-121.796789
53,061,053803,1,1531,+47.867248,-121.736984
53,061,053803,2,1421,+47.856181,-121.683586
53,061,053803,3,1518,+47.853156,-121.690144
53,061,053803,4,1437,+47.871782,-121.716500
53,061,940001,1,1312,+48.040951,-122.243881
53,061,940001,2,1262,+48.057108,-122.249049
53,061,940001,3,1410,+48.060771,-122.197529
53,061,940001,4,1336,+48.113856,-122.226997
53,061,940001,5,1156,+48.085518,-122.213618
53,061,940002,1,1538,+48.065751,-122.283855
53,061,940002,2,1432,+48.100688,-122.266860
53,061,940002,3,1523,+48.106963,-122.320168
53,061,990002,0,0,+48.000203,-122.335387
53,061,990100,0,0,+48.283145,-122.411063
53,063,000201,1,2208,+47.710400,-117.373708
53,063,000201,2,812,+47.707532,-117.369288
53,063,000202,1,730,+47.704574,-117.368405
53,063,000202,2,1019,+47.702175,-117.372359
53,063,000301,1,1381,+47.711380,-117.382944
53,063,000301,2,1410,+47.703807,-117.382982
53,063,000302,1,1294,+47.710988,-117.391070
53,063,000302,2,1627,+47.704212,-117.391204
53,063,000400,1,1437,+47.711718,-117.400577
53,063,000400,2,1478,+47.704315,-117.399145
53,063,000400,3,1274,+47.707851,-117.406705
53,063,000500,1,931,+47.708166,-117.414138
53,063,000500,2,1436,+47.704251,-117.421429
53,063,000500,3,1177,+47.711500,-117.421068
53,063,000600,1,977,+47.711707,-117.428954
53,063,000600,2,1005,+47.707699,-117.434322
53,063,000600,3,1093,+47.704374,-117.429249
53,063,000700,1,1319,+47.710720,-117.439826
53,063,000700,2,1107,+47.712632,-117.449436
53,063,000700,3,782,+47.703596,-117.439916
53,063,000700,4,1293,+47.703498,-117.448578
53,063,000700,5,712,+47.708187,-117.447371
53,063,000800,1,2654,+47.719736,-117.452405
53,063,000800,2,2744,+47.720292,-117.472960
53,063,000900,1,720,+47.713564,-117.458513
53,063,000900,2,964,+47.710192,-117.460191
53,063,000900,3,963,+47.705298,-117.458969
53,063,000900,4,631,+47.701975,-117.467407
53,063,000900,5,989,+47.705677,-117.470134
53,063,000900,6,2066,+47.711514,-117.472877
53,063,001000,1,893,+47.698049,-117.458109
53,063,001000,2,773,+47.692922,-117.458224
53,063,001000,3,710,+47.687960,-117.460103
53,063,001000,4,777,+47.698907,-117.486038
53,063,001000,5,874,+47.684712,-117.455383
53,063,001000,6,1534,+47.697052,-117.466891
53,063,001100,1,1416,+47.690586,-117.441032
53,063,001100,2,1075,+47.696344,-117.449420
53,063,001100,3,1121,+47.690399,-117.447883
53,063,001200,1,898,+47.691530,-117.431154
53,063,001200,2,1476,+47.697076,-117.431230
53,063,001300,1,1061,+47.694432,-117.414414
53,063,001300,2,1372,+47.691736,-117.420994
53,063,001300,3,1077,+47.698153,-117.421309
53,063,001400,1,1679,+47.696830,-117.399237
53,063,001400,2,1709,+47.688888,-117.399149
53,063,001400,3,1391,+47.687440,-117.406117
53,063,001400,4,1868,+47.695796,-117.406805
53,063,001500,1,1456,+47.696774,-117.383987
53,063,001500,2,1211,+47.692039,-117.384507
53,063,001500,3,910,+47.687571,-117.384568
53,063,001500,4,675,+47.688396,-117.392601
53,063,001500,5,1432,+47.695588,-117.392312
53,063,001600,1,1417,+47.690707,-117.369058
53,063,001600,2,957,+47.688805,-117.376163
53,063,001600,3,1329,+47.697576,-117.374432
53,063,001800,1,1504,+47.679291,-117.377028
53,063,001800,2,1488,+47.682406,-117.378822
53,063,001900,1,1215,+47.685941,-117.419753
53,063,001900,2,1660,+47.679395,-117.421752
53,063,001900,3,837,+47.679382,-117.414828
53,063,002000,1,789,+47.686301,-117.430219
53,063,002000,2,838,+47.679854,-117.429515
53,063,002000,3,898,+47.672390,-117.429098
53,063,002000,4,999,+47.672239,-117.433769
53,063,002000,5,919,+47.681849,-117.434535
53,063,002100,1,946,+47.681264,-117.439929
53,063,002100,2,1561,+47.677628,-117.442475
53,063,002300,1,1103,+47.666833,-117.439918
53,063,002300,2,1612,+47.664636,-117.446225
53,063,002300,3,1512,+47.666286,-117.449649
53,063,002300,4,1267,+47.669735,-117.448868
53,063,002400,1,2027,+47.666207,-117.427650
53,063,002400,2,1051,+47.672600,-117.422976
53,063,002501,1,793,+47.679036,-117.401037
53,063,002501,2,1342,+47.672139,-117.402590
53,063,002501,3,1191,+47.675400,-117.402940
53,063,002502,1,1568,+47.676814,-117.393081
53,063,002502,2,977,+47.668588,-117.394758
53,063,002503,1,3067,+47.667797,-117.402371
53,063,002600,1,1343,+47.675776,-117.368735
53,063,002600,2,1452,+47.668977,-117.375905
53,063,002600,3,1212,+47.668067,-117.385191
53,063,002600,4,1704,+47.674319,-117.379080
53,063,002900,1,918,+47.649688,-117.351342
53,063,002900,2,1084,+47.643312,-117.351634
53,063,002900,3,1318,+47.646709,-117.358113
53,063,003000,1,1191,+47.650113,-117.366554
53,063,003000,2,1445,+47.651464,-117.376339
53,063,003100,1,1426,+47.649216,-117.388812
53,063,003100,2,1130,+47.644812,-117.387781
53,063,003100,3,1077,+47.648963,-117.398962
53,063,003100,4,1481,+47.641973,-117.391842
53,063,003200,1,646,+47.648310,-117.406354
53,063,003200,2,749,+47.647817,-117.414628
53,063,003200,3,714,+47.649230,-117.424267
53,063,003200,4,465,+47.650500,-117.417295
53,063,003500,1,1236,+47.656741,-117.418141
53,063,003500,2,929,+47.656280,-117.429596
53,063,003500,3,594,+47.656119,-117.423952
53,063,003500,4,1027,+47.655599,-117.413552
53,063,003601,1,2143,+47.673282,-117.461559
53,063,003601,2,670,+47.657990,-117.441153
53,063,003602,1,579,+47.654047,-117.439175
53,063,003602,2,1138,+47.654149,-117.446767
53,063,003602,3,929,+47.655972,-117.440769
53,063,003800,1,817,+47.651601,-117.459825
53,063,003800,2,1077,+47.644966,-117.466778
53,063,003900,1,751,+47.640297,-117.446584
53,063,003900,2,1437,+47.610791,-117.417277
53,063,004001,1,1058,+47.649501,-117.429865
53,063,004001,2,931,+47.644928,-117.429049
53,063,004001,3,710,+47.641275,-117.430489
53,063,004002,1,1260,+47.645180,-117.436930
53,063,004002,2,1189,+47.649078,-117.436945
53,063,004100,1,687,+47.644135,-117.413254
53,063,004100,2,804,+47.641875,-117.411363
53,063,004100,3,707,+47.642256,-117.421080
53,063,004200,1,878,+47.635063,-117.412084
53,063,004200,2,1019,+47.629974,-117.409787
53,063,004200,3,684,+47.629548,-117.422807
53,063,004200,4,695,+47.632211,-117.422886
53,063,004200,5,1589,+47.636585,-117.424909
53,063,004300,1,795,+47.625195,-117.407500
53,063,004300,2,772,+47.618078,-117.405858
53,063,004300,3,2015,+47.623598,-117.418747
53,063,004400,1,1655,+47.624137,-117.390104
53,063,004400,2,821,+47.617617,-117.389146
53,063,004400,3,673,+47.615805,-117.395874
53,063,004400,4,1210,+47.622010,-117.398442
53,063,004500,1,1221,+47.633005,-117.384502
53,063,004500,2,1030,+47.638294,-117.398739
53,063,004500,3,1534,+47.632489,-117.398895
53,063,004601,1,1686,+47.643541,-117.371531
53,063,004601,2,639,+47.637950,-117.370026
53,063,004601,3,614,+47.633751,-117.374663
53,063,004601,4,1132,+47.630979,-117.368628
53,063,004602,1,1043,+47.629997,-117.354267
53,063,004602,2,855,+47.638155,-117.355454
53,063,004602,3,1410,+47.633873,-117.354948
53,063,004701,1,1666,+47.626092,-117.358320
53,063,004701,2,1659,+47.622606,-117.358670
53,063,004702,1,1068,+47.621363,-117.375491
53,063,004702,2,1118,+47.625648,-117.375206
53,063,004702,3,1545,+47.616561,-117.375568
53,063,004800,1,1762,+47.612686,-117.362195
53,063,004800,2,1768,+47.615025,-117.352790
53,063,004800,3,881,+47.607370,-117.350796
53,063,004900,1,1656,+47.599519,-117.377953
53,063,004900,2,1631,+47.609893,-117.374901
53,063,004900,3,1135,+47.608844,-117.390116
53,063,004900,4,1381,+47.605101,-117.381538
53,063,005000,1,2214,+47.606626,-117.363804
53,063,005000,2,990,+47.591669,-117.379419
53,063,005000,3,1123,+47.598637,-117.363136
53,063,005000,4,777,+47.599659,-117.355214
53,063,010101,1,1585,+47.738949,-117.111552
53,063,010101,2,2108,+47.718717,-117.170975
53,063,010102,1,1193,+47.889547,-117.159919
53,063,010102,2,1447,+47.765555,-117.077100
53,063,010201,1,1363,+47.900925,-117.262572
53,063,010201,2,1616,+47.951415,-117.288723
53,063,010201,3,1458,+48.014536,-117.261037
53,063,010203,1,2281,+47.793205,-117.336654
53,063,010203,2,2228,+47.824560,-117.322548
53,063,010204,1,2107,+47.777867,-117.249294
53,063,010204,2,754,+47.860043,-117.217860
53,063,010301,1,1436,+47.960784,-117.475557
53,063,010301,2,1889,+47.949127,-117.472084
53,063,010301,3,1724,+47.957709,-117.452626
53,063,010303,1,1249,+47.929667,-117.497782
53,063,010303,2,2213,+47.859877,-117.468517
53,063,010304,1,2015,+47.939057,-117.389938
53,063,010304,2,1336,+48.014645,-117.480350
53,063,010304,3,804,+47.988089,-117.432428
53,063,010304,4,2086,+48.012260,-117.360433
53,063,010305,1,2783,+47.882811,-117.362058
53,063,010305,2,3103,+47.816647,-117.401485
53,063,010305,3,1477,+47.857703,-117.401580
53,063,010401,1,1145,+47.638147,-117.587680
53,063,010401,2,1961,+47.646726,-117.601220
53,063,010401,3,3213,+47.652807,-117.574787
53,063,010401,4,2866,+47.650477,-117.588370
53,063,010403,1,1160,+47.642695,-117.710253
53,063,010403,2,2753,+47.683190,-117.639356
53,063,010404,1,1359,+47.765891,-117.656884
53,063,010404,2,1723,+47.807512,-117.627333
53,063,010404,3,689,+47.727341,-117.656904
53,063,010504,1,1473,+47.815863,-117.366801
53,063,010504,2,2328,+47.795367,-117.360202
53,063,010505,1,1555,+47.760720,-117.418732
53,063,010505,2,2160,+47.764784,-117.395806
53,063,010506,1,2052,+47.769035,-117.428767
53,063,010506,2,1824,+47.766265,-117.416796
53,063,010506,3,2376,+47.776315,-117.409455
53,063,010507,1,2337,+47.795652,-117.400565
53,063,010507,2,2997,+47.782278,-117.389038
53,063,010508,1,2339,+47.785518,-117.466155
53,063,010508,2,1776,+47.805056,-117.397637
53,063,010601,1,1549,+47.715870,-117.489200
53,063,010601,2,2054,+47.733690,-117.505389
53,063,010603,1,1038,+47.733204,-117.488947
53,063,010603,2,1653,+47.741087,-117.493810
53,063,010603,3,1123,+47.748663,-117.495508
53,063,010603,4,844,+47.755313,-117.503262
53,063,010604,1,1039,+47.748367,-117.484807
53,063,010604,2,2804,+47.746438,-117.482102
53,063,010701,1,2105,+47.730412,-117.447522
53,063,010701,2,1165,+47.731963,-117.435796
53,063,010701,3,1411,+47.739761,-117.436366
53,063,010702,1,1987,+47.733366,-117.461888
53,063,010702,2,2014,+47.749441,-117.449460
53,063,010800,1,2308,+47.750126,-117.407310
53,063,010901,1,2081,+47.735433,-117.417495
53,063,010902,1,689,+47.753416,-117.432453
53,063,010902,2,1044,+47.740419,-117.425584
53,063,010902,3,1655,+47.751720,-117.418057
53,063,011000,1,1113,+47.726453,-117.425526
53,063,011000,2,1084,+47.719595,-117.416784
53,063,011000,3,1559,+47.718281,-117.425834
53,063,011102,1,2438,+47.733264,-117.402983
53,063,011102,2,1436,+47.739741,-117.404842
53,063,011103,1,1515,+47.720180,-117.405852
53,063,011103,2,1727,+47.726632,-117.401937
53,063,011104,1,780,+47.721375,-117.406573
53,063,011104,2,1598,+47.720039,-117.398083
53,063,011104,3,508,+47.722274,-117.404663
53,063,011202,1,1249,+47.767900,-117.360522
53,063,011202,2,974,+47.777536,-117.349410
53,063,011202,3,848,+47.754723,-117.342440
53,063,011202,4,1196,+47.723564,-117.326629
53,063,011203,1,1526,+47.721984,-117.369783
53,063,011203,2,1557,+47.727080,-117.383706
53,063,011203,3,1574,+47.740139,-117.389830
53,063,011203,4,890,+47.727549,-117.391146
53,063,011204,1,1613,+47.722468,-117.388005
53,063,011204,2,699,+47.720511,-117.390464
53,063,011301,1,1732,+47.693999,-117.280513
53,063,011301,2,2609,+47.702230,-117.282574
53,063,011302,1,1618,+47.681099,-117.341001
53,063,011302,2,1171,+47.710703,-117.288324
53,063,011302,3,1892,+47.705696,-117.302103
53,063,011400,1,2769,+47.697471,-117.216537
53,063,011400,2,2095,+47.704645,-117.216834
53,063,011400,3,1211,+47.692667,-117.175667
53,063,011500,1,873,+47.688848,-117.299189
53,063,011500,2,647,+47.682972,-117.297564
53,063,011600,1,1881,+47.685663,-117.283504
53,063,011701,1,914,+47.676652,-117.280598
53,063,011701,2,1576,+47.674129,-117.296400
53,063,011702,1,2190,+47.679667,-117.245703
53,063,011702,2,1333,+47.684341,-117.249804
53,063,011702,3,2543,+47.683604,-117.240456
53,063,011702,4,1378,+47.678874,-117.228557
53,063,011800,1,1891,+47.670074,-117.232527
53,063,011800,2,1207,+47.661199,-117.234429
53,063,011800,3,1329,+47.661242,-117.224031
53,063,011800,4,1189,+47.668977,-117.225387
53,063,011900,1,2192,+47.666632,-117.244797
53,063,011900,2,2400,+47.665317,-117.256000
53,063,012000,1,2256,+47.666538,-117.265885
53,063,012000,2,1934,+47.665334,-117.276161
53,063,012100,1,919,+47.667945,-117.288384
53,063,012100,2,815,+47.661208,-117.287819
53,063,012100,3,1099,+47.664353,-117.297197
53,063,012200,1,1094,+47.672788,-117.321582
53,063,012200,2,1380,+47.681202,-117.306436
53,063,012300,1,1532,+47.651395,-117.309544
53,063,012300,2,914,+47.655432,-117.335509
53,063,012300,3,2123,+47.645060,-117.322609
53,063,012300,4,1748,+47.651597,-117.329889
53,063,012401,1,2198,+47.636387,-117.284520
53,063,012401,2,837,+47.616642,-117.258080
53,063,012401,3,1863,+47.607962,-117.259920
53,063,012402,1,2800,+47.613783,-117.208594
53,063,012402,2,1127,+47.625087,-117.255692
53,063,012402,3,2541,+47.614776,-117.240910
53,063,012402,4,1163,+47.622273,-117.231154
53,063,012500,1,1061,+47.645681,-117.270835
53,063,012500,2,2219,+47.649912,-117.267645
53,063,012500,3,932,+47.653474,-117.273144
53,063,012600,1,1756,+47.649550,-117.245363
53,063,012600,2,2490,+47.649925,-117.256249
53,063,012701,1,1802,+47.653250,-117.227951
53,063,012701,2,2318,+47.646493,-117.229505
53,063,012702,1,1294,+47.639508,-117.227107
53,063,012702,2,963,+47.632563,-117.222497
53,063,012801,1,682,+47.636547,-117.236013
53,063,012801,2,931,+47.638150,-117.245188
53,063,012801,3,997,+47.630800,-117.244787
53,063,012801,4,1649,+47.630602,-117.231510
